event_id,event_type,chromosome,strand,gene_name,common_start,short_exon_end,long_exon_end,sample,psi,inclusion_reads,exclusion_reads,total_reads,confidence
A5SS_chr11_28453107_84,A5SS,chr11,-,GENE_0084,28453107,28453607,28453790,sample_6_Aligned.sortedByCoord.out,0.9031931262988279,25,12,37,high
A5SS_chr1_47316843_85,A5SS,chr1,+,GENE_0085,47316843,47317343,47317475,sample_1_Aligned.sortedByCoord.out,0.6273472694490648,21,18,39,high
A5SS_chr1_47316843_85,A5SS,chr1,+,GENE_0085,47316843,47317343,47317475,sample_2_Aligned.sortedByCoord.out,0.6967616403225875,15,20,35,high
A5SS_chr1_47316843_85,A5SS,chr1,+,GENE_0085,47316843,47317343,47317475,sample_3_Aligned.sortedByCoord.out,0.4026525188446858,12,10,22,high
A5SS_chr1_47316843_85,A5SS,chr1,+,GENE_0085,47316843,47317343,47317475,sample_4_Aligned.sortedByCoord.out,0.47905293109456537,19,17,36,high
A5SS_chr1_47316843_85,A5SS,chr1,+,GENE_0085,47316843,47317343,47317475,sample_5_Aligned.sortedByCoord.out,0.569719433284954,9,16,25,high
A5SS_chr1_47316843_85,A5SS,chr1,+,GENE_0085,47316843,47317343,47317475,sample_6_Aligned.sortedByCoord.out,0.763416779996017,27,18,45,high
A5SS_chr19_35268986_86,A5SS,chr19,-,GENE_0086,35268986,35269486,35269557,sample_1_Aligned.sortedByCoord.out,0.5792476494355799,16,10,26,high
A5SS_chr19_35268986_86,A5SS,chr19,-,GENE_0086,35268986,35269486,35269557,sample_2_Aligned.sortedByCoord.out,0.7540460121201719,15,14,29,high
A5SS_chr19_35268986_86,A5SS,chr19,-,GENE_0086,35268986,35269486,35269557,sample_3_Aligned.sortedByCoord.out,0.6884892802216407,15,13,28,high
A5SS_chr19_35268986_86,A5SS,chr19,-,GENE_0086,35268986,35269486,35269557,sample_4_Aligned.sortedByCoord.out,0.4679911285848477,16,10,26,high
A5SS_chr19_35268986_86,A5SS,chr19,-,GENE_0086,35268986,35269486,35269557,sample_5_Aligned.sortedByCoord.out,0.49955109336625114,22,20,42,high
A5SS_chr19_35268986_86,A5SS,chr19,-,GENE_0086,35268986,35269486,35269557,sample_6_Aligned.sortedByCoord.out,0.2476958506267674,17,21,38,high
A5SS_chr2_44938683_87,A5SS,chr2,+,GENE_0087,44938683,44939183,44939340,sample_1_Aligned.sortedByCoord.out,0.3355538631505699,19,16,35,high
A5SS_chr2_44938683_87,A5SS,chr2,+,GENE_0087,44938683,44939183,44939340,sample_2_Aligned.sortedByCoord.out,0.08629392399865676,30,13,43,high
A5SS_chr2_44938683_87,A5SS,chr2,+,GENE_0087,44938683,44939183,44939340,sample_3_Aligned.sortedByCoord.out,0.1405310174349677,23,16,39,high
A5SS_chr2_44938683_87,A5SS,chr2,+,GENE_0087,44938683,44939183,44939340,sample_4_Aligned.sortedByCoord.out,0.8361047391266727,20,16,36,high
A5SS_chr2_44938683_87,A5SS,chr2,+,GENE_0087,44938683,44939183,44939340,sample_5_Aligned.sortedByCoord.out,0.6838413761927311,10,14,24,high
A5SS_chr2_44938683_87,A5SS,chr2,+,GENE_0087,44938683,44939183,44939340,sample_6_Aligned.sortedByCoord.out,0.6677857770203195,22,17,39,high
A5SS_chr22_36023909_88,A5SS,chr22,-,GENE_0088,36023909,36024409,36024502,sample_1_Aligned.sortedByCoord.out,0.330060723800657,22,11,33,high
A5SS_chr22_36023909_88,A5SS,chr22,-,GENE_0088,36023909,36024409,36024502,sample_2_Aligned.sortedByCoord.out,0.41932071576294183,27,29,56,high
A5SS_chr22_36023909_88,A5SS,chr22,-,GENE_0088,36023909,36024409,36024502,sample_3_Aligned.sortedByCoord.out,0.5884007563689372,30,15,45,high
A5SS_chr22_36023909_88,A5SS,chr22,-,GENE_0088,36023909,36024409,36024502,sample_4_Aligned.sortedByCoord.out,0.6491669285025912,18,15,33,high
A5SS_chr22_36023909_88,A5SS,chr22,-,GENE_0088,36023909,36024409,36024502,sample_5_Aligned.sortedByCoord.out,0.475781386964462,20,9,29,high
A5SS_chr22_36023909_88,A5SS,chr22,-,GENE_0088,36023909,36024409,36024502,sample_6_Aligned.sortedByCoord.out,0.2473113449380563,16,15,31,high
A5SS_chr16_29884018_89,A5SS,chr16,-,GENE_0089,29884018,29884518,29884716,sample_1_Aligned.sortedByCoord.out,0.34176294871159757,26,16,42,high
A5SS_chr16_29884018_89,A5SS,chr16,-,GENE_0089,29884018,29884518,29884716,sample_2_Aligned.sortedByCoord.out,0.25734349634397025,20,12,32,high
A5SS_chr16_29884018_89,A5SS,chr16,-,GENE_0089,29884018,29884518,29884716,sample_3_Aligned.sortedByCoord.out,0.348375809738253,13,11,24,high
A5SS_chr16_29884018_89,A5SS,chr16,-,GENE_0089,29884018,29884518,29884716,sample_4_Aligned.sortedByCoord.out,0.5942856166505855,16,17,33,high
A5SS_chr16_29884018_89,A5SS,chr16,-,GENE_0089,29884018,29884518,29884716,sample_5_Aligned.sortedByCoord.out,0.5735505303791782,23,13,36,high
A5SS_chr16_29884018_89,A5SS,chr16,-,GENE_0089,29884018,29884518,29884716,sample_6_Aligned.sortedByCoord.out,0.19415639042691787,14,15,29,high
A5SS_chr18_4178034_90,A5SS,chr18,+,GENE_0090,4178034,4178534,4178648,sample_1_Aligned.sortedByCoord.out,0.7934086147977042,21,10,31,high
A5SS_chr18_4178034_90,A5SS,chr18,+,GENE_0090,4178034,4178534,4178648,sample_2_Aligned.sortedByCoord.out,0.406587955136827,27,9,36,high
A5SS_chr18_4178034_90,A5SS,chr18,+,GENE_0090,4178034,4178534,4178648,sample_3_Aligned.sortedByCoord.out,0.8811104254493047,11,13,24,high
A5SS_chr18_4178034_90,A5SS,chr18,+,GENE_0090,4178034,4178534,4178648,sample_4_Aligned.sortedByCoord.out,0.4767263961879441,24,17,41,high
A5SS_chr18_4178034_90,A5SS,chr18,+,GENE_0090,4178034,4178534,4178648,sample_5_Aligned.sortedByCoord.out,0.8196503090894913,16,19,35,high
A5SS_chr18_4178034_90,A5SS,chr18,+,GENE_0090,4178034,4178534,4178648,sample_6_Aligned.sortedByCoord.out,0.6743914517517696,18,14,32,high
A5SS_chr14_42727859_91,A5SS,chr14,+,GENE_0091,42727859,42728359,42728452,sample_1_Aligned.sortedByCoord.out,0.6346800192436797,15,23,38,high
A5SS_chr14_42727859_91,A5SS,chr14,+,GENE_0091,42727859,42728359,42728452,sample_2_Aligned.sortedByCoord.out,0.5861531235959707,20,20,40,high
A5SS_chr14_42727859_91,A5SS,chr14,+,GENE_0091,42727859,42728359,42728452,sample_3_Aligned.sortedByCoord.out,0.7417783171364953,20,16,36,high
A5SS_chr14_42727859_91,A5SS,chr14,+,GENE_0091,42727859,42728359,42728452,sample_4_Aligned.sortedByCoord.out,0.5424234492923544,19,11,30,high
A5SS_chr14_42727859_91,A5SS,chr14,+,GENE_0091,42727859,42728359,42728452,sample_5_Aligned.sortedByCoord.out,0.1886629136651863,14,12,26,high
A5SS_chr14_42727859_91,A5SS,chr14,+,GENE_0091,42727859,42728359,42728452,sample_6_Aligned.sortedByCoord.out,0.2544767303081504,27,9,36,high
A5SS_chr4_37248459_92,A5SS,chr4,-,GENE_0092,37248459,37248959,37249117,sample_1_Aligned.sortedByCoord.out,0.23354424592724293,14,9,23,high
A5SS_chr4_37248459_92,A5SS,chr4,-,GENE_0092,37248459,37248959,37249117,sample_2_Aligned.sortedByCoord.out,0.4008966228142424,28,18,46,high
A5SS_chr4_37248459_92,A5SS,chr4,-,GENE_0092,37248459,37248959,37249117,sample_3_Aligned.sortedByCoord.out,0.5513919742991875,29,19,48,high
A5SS_chr4_37248459_92,A5SS,chr4,-,GENE_0092,37248459,37248959,37249117,sample_4_Aligned.sortedByCoord.out,0.952926479518474,22,12,34,high
A5SS_chr4_37248459_92,A5SS,chr4,-,GENE_0092,37248459,37248959,37249117,sample_5_Aligned.sortedByCoord.out,0.7830601675507058,17,17,34,high
A5SS_chr4_37248459_92,A5SS,chr4,-,GENE_0092,37248459,37248959,37249117,sample_6_Aligned.sortedByCoord.out,0.21529398676452477,21,9,30,high
A5SS_chr22_45768792_93,A5SS,chr22,-,GENE_0093,45768792,45769292,45769430,sample_1_Aligned.sortedByCoord.out,0.3219833232758061,20,12,32,high
A5SS_chr22_45768792_93,A5SS,chr22,-,GENE_0093,45768792,45769292,45769430,sample_2_Aligned.sortedByCoord.out,0.17717955315095701,19,14,33,high
A5SS_chr22_45768792_93,A5SS,chr22,-,GENE_0093,45768792,45769292,45769430,sample_3_Aligned.sortedByCoord.out,0.703984997337347,20,13,33,high
A5SS_chr22_45768792_93,A5SS,chr22,-,GENE_0093,45768792,45769292,45769430,sample_4_Aligned.sortedByCoord.out,0.6972008640298802,19,13,32,high
A5SS_chr22_45768792_93,A5SS,chr22,-,GENE_0093,45768792,45769292,45769430,sample_5_Aligned.sortedByCoord.out,0.7653603737878083,22,11,33,high
A5SS_chr22_45768792_93,A5SS,chr22,-,GENE_0093,45768792,45769292,45769430,sample_6_Aligned.sortedByCoord.out,0.8416405775240505,19,18,37,high
A5SS_chr5_26521366_94,A5SS,chr5,-,GENE_0094,26521366,26521866,26522041,sample_1_Aligned.sortedByCoord.out,0.10000682793163851,22,11,33,high
A5SS_chr5_26521366_94,A5SS,chr5,-,GENE_0094,26521366,26521866,26522041,sample_2_Aligned.sortedByCoord.out,0.6582910926177724,19,11,30,high
A5SS_chr5_26521366_94,A5SS,chr5,-,GENE_0094,26521366,26521866,26522041,sample_3_Aligned.sortedByCoord.out,0.4107002213645401,10,15,25,high
A5SS_chr5_26521366_94,A5SS,chr5,-,GENE_0094,26521366,26521866,26522041,sample_4_Aligned.sortedByCoord.out,0.47734887831280703,27,12,39,high
A5SS_chr5_26521366_94,A5SS,chr5,-,GENE_0094,26521366,26521866,26522041,sample_5_Aligned.sortedByCoord.out,0.44612831239310824,20,14,34,high
A5SS_chr5_26521366_94,A5SS,chr5,-,GENE_0094,26521366,26521866,26522041,sample_6_Aligned.sortedByCoord.out,0.8295834421630986,28,21,49,high
A5SS_chr1_25061664_95,A5SS,chr1,+,GENE_0095,25061664,25062164,25062277,sample_1_Aligned.sortedByCoord.out,0.7595244095706946,18,21,39,high
A5SS_chr1_25061664_95,A5SS,chr1,+,GENE_0095,25061664,25062164,25062277,sample_2_Aligned.sortedByCoord.out,0.3009154983710584,25,19,44,high
A5SS_chr1_25061664_95,A5SS,chr1,+,GENE_0095,25061664,25062164,25062277,sample_3_Aligned.sortedByCoord.out,0.758346570633492,14,21,35,high
A5SS_chr1_25061664_95,A5SS,chr1,+,GENE_0095,25061664,25062164,25062277,sample_4_Aligned.sortedByCoord.out,0.12950768329743154,20,16,36,high
A5SS_chr1_25061664_95,A5SS,chr1,+,GENE_0095,25061664,25062164,25062277,sample_5_Aligned.sortedByCoord.out,0.5139769871842738,19,12,31,high
A5SS_chr1_25061664_95,A5SS,chr1,+,GENE_0095,25061664,25062164,25062277,sample_6_Aligned.sortedByCoord.out,0.25234184097828066,20,17,37,high
A5SS_chr21_27090614_96,A5SS,chr21,-,GENE_0096,27090614,27091114,27091301,sample_1_Aligned.sortedByCoord.out,0.4800691686039707,24,7,31,high
A5SS_chr21_27090614_96,A5SS,chr21,-,GENE_0096,27090614,27091114,27091301,sample_2_Aligned.sortedByCoord.out,0.6228952174213159,16,20,36,high
A5SS_chr21_27090614_96,A5SS,chr21,-,GENE_0096,27090614,27091114,27091301,sample_3_Aligned.sortedByCoord.out,0.6496084170768709,24,18,42,high
A5SS_chr21_27090614_96,A5SS,chr21,-,GENE_0096,27090614,27091114,27091301,sample_4_Aligned.sortedByCoord.out,0.7207201404632528,13,16,29,high
A5SS_chr21_27090614_96,A5SS,chr21,-,GENE_0096,27090614,27091114,27091301,sample_5_Aligned.sortedByCoord.out,0.2832460822510603,27,9,36,high
A5SS_chr21_27090614_96,A5SS,chr21,-,GENE_0096,27090614,27091114,27091301,sample_6_Aligned.sortedByCoord.out,0.6546510485383622,15,15,30,high
A5SS_chr15_38511567_97,A5SS,chr15,+,GENE_0097,38511567,38512067,38512218,sample_1_Aligned.sortedByCoord.out,0.2601407924716682,23,14,37,high
A5SS_chr15_38511567_97,A5SS,chr15,+,GENE_0097,38511567,38512067,38512218,sample_2_Aligned.sortedByCoord.out,0.3867173091753004,16,20,36,high
A5SS_chr15_38511567_97,A5SS,chr15,+,GENE_0097,38511567,38512067,38512218,sample_3_Aligned.sortedByCoord.out,0.4319183478431716,18,15,33,high
A5SS_chr15_38511567_97,A5SS,chr15,+,GENE_0097,38511567,38512067,38512218,sample_4_Aligned.sortedByCoord.out,0.4348705968542324,19,14,33,high
A5SS_chr15_38511567_97,A5SS,chr15,+,GENE_0097,38511567,38512067,38512218,sample_5_Aligned.sortedByCoord.out,0.10451494318801036,19,12,31,high
A5SS_chr15_38511567_97,A5SS,chr15,+,GENE_0097,38511567,38512067,38512218,sample_6_Aligned.sortedByCoord.out,0.9033881427112347,18,15,33,high
A5SS_chr17_46292846_98,A5SS,chr17,-,GENE_0098,46292846,46293346,46293403,sample_1_Aligned.sortedByCoord.out,0.5309433012637766,18,20,38,high
A5SS_chr17_46292846_98,A5SS,chr17,-,GENE_0098,46292846,46293346,46293403,sample_2_Aligned.sortedByCoord.out,0.5236320199509185,13,15,28,high
A5SS_chr17_46292846_98,A5SS,chr17,-,GENE_0098,46292846,46293346,46293403,sample_3_Aligned.sortedByCoord.out,0.5820409241693457,20,20,40,high
A5SS_chr17_46292846_98,A5SS,chr17,-,GENE_0098,46292846,46293346,46293403,sample_4_Aligned.sortedByCoord.out,0.34671419233692224,27,13,40,high
A5SS_chr17_46292846_98,A5SS,chr17,-,GENE_0098,46292846,46293346,46293403,sample_5_Aligned.sortedByCoord.out,0.5371628042002617,24,16,40,high
A5SS_chr17_46292846_98,A5SS,chr17,-,GENE_0098,46292846,46293346,46293403,sample_6_Aligned.sortedByCoord.out,0.7155620304839524,12,13,25,high
A5SS_chr20_18993702_99,A5SS,chr20,+,GENE_0099,18993702,18994202,18994255,sample_1_Aligned.sortedByCoord.out,0.22223488763867608,20,12,32,high
A5SS_chr20_18993702_99,A5SS,chr20,+,GENE_0099,18993702,18994202,18994255,sample_2_Aligned.sortedByCoord.out,0.8328952054579654,21,20,41,high
A5SS_chr20_18993702_99,A5SS,chr20,+,GENE_0099,18993702,18994202,18994255,sample_3_Aligned.sortedByCoord.out,0.326290209851714,28,15,43,high
A5SS_chr20_18993702_99,A5SS,chr20,+,GENE_0099,18993702,18994202,18994255,sample_4_Aligned.sortedByCoord.out,0.8949643124171796,17,17,34,high
A5SS_chr20_18993702_99,A5SS,chr20,+,GENE_0099,18993702,18994202,18994255,sample_5_Aligned.sortedByCoord.out,0.07485773172141148,25,22,47,high
A5SS_chr20_18993702_99,A5SS,chr20,+,GENE_0099,18993702,18994202,18994255,sample_6_Aligned.sortedByCoord.out,0.8194839402454898,21,14,35,high
A5SS_chr19_17403336_100,A5SS,chr19,+,GENE_0100,17403336,17403836,17403889,sample_1_Aligned.sortedByCoord.out,0.4485264053417253,19,8,27,high
A5SS_chr19_17403336_100,A5SS,chr19,+,GENE_0100,17403336,17403836,17403889,sample_2_Aligned.sortedByCoord.out,0.20970990849800888,21,16,37,high
A5SS_chr19_17403336_100,A5SS,chr19,+,GENE_0100,17403336,17403836,17403889,sample_3_Aligned.sortedByCoord.out,0.26405866032539027,20,12,32,high
A5SS_chr19_17403336_100,A5SS,chr19,+,GENE_0100,17403336,17403836,17403889,sample_4_Aligned.sortedByCoord.out,0.7626687556359768,21,13,34,high
A5SS_chr19_17403336_100,A5SS,chr19,+,GENE_0100,17403336,17403836,17403889,sample_5_Aligned.sortedByCoord.out,0.14520227225265783,22,14,36,high
A5SS_chr19_17403336_100,A5SS,chr19,+,GENE_0100,17403336,17403836,17403889,sample_6_Aligned.sortedByCoord.out,0.715548592615873,20,10,30,high
A5SS_chr6_21980672_101,A5SS,chr6,-,GENE_0101,21980672,21981172,21981224,sample_1_Aligned.sortedByCoord.out,0.04481814472351221,19,17,36,high
A5SS_chr6_21980672_101,A5SS,chr6,-,GENE_0101,21980672,21981172,21981224,sample_2_Aligned.sortedByCoord.out,0.07029913186531156,16,23,39,high
A5SS_chr6_21980672_101,A5SS,chr6,-,GENE_0101,21980672,21981172,21981224,sample_3_Aligned.sortedByCoord.out,0.4523160291192565,23,20,43,high
A5SS_chr6_21980672_101,A5SS,chr6,-,GENE_0101,21980672,21981172,21981224,sample_4_Aligned.sortedByCoord.out,0.21426295144793547,19,10,29,high
A5SS_chr6_21980672_101,A5SS,chr6,-,GENE_0101,21980672,21981172,21981224,sample_5_Aligned.sortedByCoord.out,0.10348668926350145,20,8,28,high
A5SS_chr6_21980672_101,A5SS,chr6,-,GENE_0101,21980672,21981172,21981224,sample_6_Aligned.sortedByCoord.out,0.14617639755990075,23,15,38,high
A5SS_chr16_2943991_102,A5SS,chr16,-,GENE_0102,2943991,2944491,2944559,sample_1_Aligned.sortedByCoord.out,0.7520352955665999,16,14,30,high
A5SS_chr16_2943991_102,A5SS,chr16,-,GENE_0102,2943991,2944491,2944559,sample_2_Aligned.sortedByCoord.out,0.5858246335762992,18,16,34,high
A5SS_chr16_2943991_102,A5SS,chr16,-,GENE_0102,2943991,2944491,2944559,sample_3_Aligned.sortedByCoord.out,0.9692024689260591,24,10,34,high
A5SS_chr16_2943991_102,A5SS,chr16,-,GENE_0102,2943991,2944491,2944559,sample_4_Aligned.sortedByCoord.out,0.4353149064509137,28,20,48,high
A5SS_chr16_2943991_102,A5SS,chr16,-,GENE_0102,2943991,2944491,2944559,sample_5_Aligned.sortedByCoord.out,0.8980649391452425,21,13,34,high
A5SS_chr16_2943991_102,A5SS,chr16,-,GENE_0102,2943991,2944491,2944559,sample_6_Aligned.sortedByCoord.out,0.4254902044052864,16,11,27,high
A5SS_chr4_6992887_103,A5SS,chr4,-,GENE_0103,6992887,6993387,6993557,sample_1_Aligned.sortedByCoord.out,0.8063003872537503,25,19,44,high
A5SS_chr4_6992887_103,A5SS,chr4,-,GENE_0103,6992887,6993387,6993557,sample_2_Aligned.sortedByCoord.out,0.311029086884526,22,8,30,high
A5SS_chr4_6992887_103,A5SS,chr4,-,GENE_0103,6992887,6993387,6993557,sample_3_Aligned.sortedByCoord.out,0.20206478459954114,18,15,33,high
A5SS_chr4_6992887_103,A5SS,chr4,-,GENE_0103,6992887,6993387,6993557,sample_4_Aligned.sortedByCoord.out,0.4501192947378066,19,10,29,high
A5SS_chr4_6992887_103,A5SS,chr4,-,GENE_0103,6992887,6993387,6993557,sample_5_Aligned.sortedByCoord.out,0.713008161546573,22,15,37,high
A5SS_chr4_6992887_103,A5SS,chr4,-,GENE_0103,6992887,6993387,6993557,sample_6_Aligned.sortedByCoord.out,0.3371026674319534,28,9,37,high
A5SS_chr18_30702625_104,A5SS,chr18,+,GENE_0104,30702625,30703125,30703226,sample_1_Aligned.sortedByCoord.out,0.6637673204295202,16,20,36,high
A5SS_chr18_30702625_104,A5SS,chr18,+,GENE_0104,30702625,30703125,30703226,sample_2_Aligned.sortedByCoord.out,0.5702131969593518,22,20,42,high
A5SS_chr18_30702625_104,A5SS,chr18,+,GENE_0104,30702625,30703125,30703226,sample_3_Aligned.sortedByCoord.out,0.28601077438365824,19,13,32,high
A5SS_chr18_30702625_104,A5SS,chr18,+,GENE_0104,30702625,30703125,30703226,sample_4_Aligned.sortedByCoord.out,0.43630153540368294,23,20,43,high
A5SS_chr18_30702625_104,A5SS,chr18,+,GENE_0104,30702625,30703125,30703226,sample_5_Aligned.sortedByCoord.out,0.12727786722557896,19,16,35,high
A5SS_chr18_30702625_104,A5SS,chr18,+,GENE_0104,30702625,30703125,30703226,sample_6_Aligned.sortedByCoord.out,0.4203790112573974,17,19,36,high
A5SS_chr9_12540429_105,A5SS,chr9,-,GENE_0105,12540429,12540929,12541038,sample_1_Aligned.sortedByCoord.out,0.45173597981040153,23,14,37,high
A5SS_chr9_12540429_105,A5SS,chr9,-,GENE_0105,12540429,12540929,12541038,sample_2_Aligned.sortedByCoord.out,0.6227947958803534,25,9,34,high
A5SS_chr9_12540429_105,A5SS,chr9,-,GENE_0105,12540429,12540929,12541038,sample_3_Aligned.sortedByCoord.out,0.3901363037432875,23,18,41,high
A5SS_chr9_12540429_105,A5SS,chr9,-,GENE_0105,12540429,12540929,12541038,sample_4_Aligned.sortedByCoord.out,0.5519945750565,24,20,44,high
A5SS_chr9_12540429_105,A5SS,chr9,-,GENE_0105,12540429,12540929,12541038,sample_5_Aligned.sortedByCoord.out,0.5898447547664857,8,12,20,high
A5SS_chr9_12540429_105,A5SS,chr9,-,GENE_0105,12540429,12540929,12541038,sample_6_Aligned.sortedByCoord.out,0.3341156101636722,12,14,26,high
A5SS_chr13_3331268_106,A5SS,chr13,+,GENE_0106,3331268,3331768,3331964,sample_1_Aligned.sortedByCoord.out,0.260295892843889,20,19,39,high
A5SS_chr13_3331268_106,A5SS,chr13,+,GENE_0106,3331268,3331768,3331964,sample_2_Aligned.sortedByCoord.out,0.8058713973355451,22,17,39,high
A5SS_chr13_3331268_106,A5SS,chr13,+,GENE_0106,3331268,3331768,3331964,sample_3_Aligned.sortedByCoord.out,0.24405844518119263,18,9,27,high
A5SS_chr13_3331268_106,A5SS,chr13,+,GENE_0106,3331268,3331768,3331964,sample_4_Aligned.sortedByCoord.out,0.07430374033539851,19,19,38,high
A5SS_chr13_3331268_106,A5SS,chr13,+,GENE_0106,3331268,3331768,3331964,sample_5_Aligned.sortedByCoord.out,0.39753759746657663,23,15,38,high
A5SS_chr13_3331268_106,A5SS,chr13,+,GENE_0106,3331268,3331768,3331964,sample_6_Aligned.sortedByCoord.out,0.15715800985036352,20,17,37,high
A5SS_chr6_13890914_107,A5SS,chr6,+,GENE_0107,13890914,13891414,13891571,sample_1_Aligned.sortedByCoord.out,0.6229189644025642,18,6,24,high
A5SS_chr6_13890914_107,A5SS,chr6,+,GENE_0107,13890914,13891414,13891571,sample_2_Aligned.sortedByCoord.out,0.8947252783538944,20,14,34,high
A5SS_chr6_13890914_107,A5SS,chr6,+,GENE_0107,13890914,13891414,13891571,sample_3_Aligned.sortedByCoord.out,0.4762180647110806,21,15,36,high
A5SS_chr6_13890914_107,A5SS,chr6,+,GENE_0107,13890914,13891414,13891571,sample_4_Aligned.sortedByCoord.out,0.1570810159861405,25,14,39,high
A5SS_chr6_13890914_107,A5SS,chr6,+,GENE_0107,13890914,13891414,13891571,sample_5_Aligned.sortedByCoord.out,0.9314218771532492,8,17,25,high
A5SS_chr6_13890914_107,A5SS,chr6,+,GENE_0107,13890914,13891414,13891571,sample_6_Aligned.sortedByCoord.out,0.7924812782331512,29,11,40,high
A5SS_chr9_30520146_108,A5SS,chr9,-,GENE_0108,30520146,30520646,30520789,sample_1_Aligned.sortedByCoord.out,0.06581791422797577,22,17,39,high
A5SS_chr9_30520146_108,A5SS,chr9,-,GENE_0108,30520146,30520646,30520789,sample_2_Aligned.sortedByCoord.out,0.4850716246307387,28,21,49,high
A5SS_chr9_30520146_108,A5SS,chr9,-,GENE_0108,30520146,30520646,30520789,sample_3_Aligned.sortedByCoord.out,0.506550016952244,11,11,22,high
A5SS_chr9_30520146_108,A5SS,chr9,-,GENE_0108,30520146,30520646,30520789,sample_4_Aligned.sortedByCoord.out,0.8843141294763057,16,23,39,high
A5SS_chr9_30520146_108,A5SS,chr9,-,GENE_0108,30520146,30520646,30520789,sample_5_Aligned.sortedByCoord.out,0.10920628409344078,14,16,30,high
A5SS_chr9_30520146_108,A5SS,chr9,-,GENE_0108,30520146,30520646,30520789,sample_6_Aligned.sortedByCoord.out,0.533593439898847,18,11,29,high
A5SS_chr13_49311070_109,A5SS,chr13,+,GENE_0109,49311070,49311570,49311686,sample_1_Aligned.sortedByCoord.out,0.40338466432524883,25,11,36,high
A5SS_chr13_49311070_109,A5SS,chr13,+,GENE_0109,49311070,49311570,49311686,sample_2_Aligned.sortedByCoord.out,0.3899040237280877,14,22,36,high
A5SS_chr13_49311070_109,A5SS,chr13,+,GENE_0109,49311070,49311570,49311686,sample_3_Aligned.sortedByCoord.out,0.6420185867593899,18,9,27,high
A5SS_chr13_49311070_109,A5SS,chr13,+,GENE_0109,49311070,49311570,49311686,sample_4_Aligned.sortedByCoord.out,0.7826376601493682,18,17,35,high
A5SS_chr13_49311070_109,A5SS,chr13,+,GENE_0109,49311070,49311570,49311686,sample_5_Aligned.sortedByCoord.out,0.5864729410387007,19,12,31,high
A5SS_chr13_49311070_109,A5SS,chr13,+,GENE_0109,49311070,49311570,49311686,sample_6_Aligned.sortedByCoord.out,0.6497409284200235,20,13,33,high
A5SS_chr20_25565558_110,A5SS,chr20,+,GENE_0110,25565558,25566058,25566241,sample_1_Aligned.sortedByCoord.out,0.645594539411244,20,11,31,high
A5SS_chr20_25565558_110,A5SS,chr20,+,GENE_0110,25565558,25566058,25566241,sample_2_Aligned.sortedByCoord.out,0.8007462137833506,14,10,24,high
A5SS_chr20_25565558_110,A5SS,chr20,+,GENE_0110,25565558,25566058,25566241,sample_3_Aligned.sortedByCoord.out,0.3569370479369739,19,19,38,high
A5SS_chr20_25565558_110,A5SS,chr20,+,GENE_0110,25565558,25566058,25566241,sample_4_Aligned.sortedByCoord.out,0.7122540222204097,19,12,31,high
A5SS_chr20_25565558_110,A5SS,chr20,+,GENE_0110,25565558,25566058,25566241,sample_5_Aligned.sortedByCoord.out,0.24907443849615882,24,13,37,high
A5SS_chr20_25565558_110,A5SS,chr20,+,GENE_0110,25565558,25566058,25566241,sample_6_Aligned.sortedByCoord.out,0.5427596989616059,17,13,30,high
A5SS_chr13_48752895_111,A5SS,chr13,+,GENE_0111,48752895,48753395,48753563,sample_1_Aligned.sortedByCoord.out,0.05550515183518465,23,18,41,high
A5SS_chr13_48752895_111,A5SS,chr13,+,GENE_0111,48752895,48753395,48753563,sample_2_Aligned.sortedByCoord.out,0.29585837955680006,26,13,39,high
A5SS_chr13_48752895_111,A5SS,chr13,+,GENE_0111,48752895,48753395,48753563,sample_3_Aligned.sortedByCoord.out,0.7123594925325826,21,13,34,high
A5SS_chr13_48752895_111,A5SS,chr13,+,GENE_0111,48752895,48753395,48753563,sample_4_Aligned.sortedByCoord.out,0.26857137465480796,13,11,24,high
A5SS_chr13_48752895_111,A5SS,chr13,+,GENE_0111,48752895,48753395,48753563,sample_5_Aligned.sortedByCoord.out,0.5253264033923334,27,7,34,high
A5SS_chr13_48752895_111,A5SS,chr13,+,GENE_0111,48752895,48753395,48753563,sample_6_Aligned.sortedByCoord.out,0.5500945831942391,14,15,29,high
A5SS_chr5_35043095_112,A5SS,chr5,+,GENE_0112,35043095,35043595,35043657,sample_1_Aligned.sortedByCoord.out,0.6585852966182301,16,8,24,high
A5SS_chr5_35043095_112,A5SS,chr5,+,GENE_0112,35043095,35043595,35043657,sample_2_Aligned.sortedByCoord.out,0.5207707896905633,15,21,36,high
A5SS_chr5_35043095_112,A5SS,chr5,+,GENE_0112,35043095,35043595,35043657,sample_3_Aligned.sortedByCoord.out,0.38648433907038665,21,11,32,high
A5SS_chr5_35043095_112,A5SS,chr5,+,GENE_0112,35043095,35043595,35043657,sample_4_Aligned.sortedByCoord.out,0.5056623087180565,22,13,35,high
A5SS_chr5_35043095_112,A5SS,chr5,+,GENE_0112,35043095,35043595,35043657,sample_5_Aligned.sortedByCoord.out,0.19483757867615684,18,14,32,high
A5SS_chr5_35043095_112,A5SS,chr5,+,GENE_0112,35043095,35043595,35043657,sample_6_Aligned.sortedByCoord.out,0.331769078578385,18,24,42,high
A5SS_chr7_8518755_113,A5SS,chr7,+,GENE_0113,8518755,8519255,8519360,sample_1_Aligned.sortedByCoord.out,0.32887515560444297,21,16,37,high
