sample,chromosome,start,end,strand,unique_reads,multi_reads,total_reads,junction_type,junction_id
sample_6_Aligned.sortedByCoord.out,chr11,7863024,7870400,-,11,1,12,novel,chr11:7863024-7870400
sample_6_Aligned.sortedByCoord.out,chr16,11927027,11931838,+,11,3,14,known,chr16:11927027-11931838
sample_6_Aligned.sortedByCoord.out,chr14,21002559,21008625,+,10,2,12,novel,chr14:21002559-21008625
sample_6_Aligned.sortedByCoord.out,chr8,21942202,21944205,-,15,4,19,known,chr8:21942202-21944205
sample_6_Aligned.sortedByCoord.out,chr9,13407793,13415349,-,8,0,8,known,chr9:13407793-13415349
sample_6_Aligned.sortedByCoord.out,chr22,25384399,25391529,+,5,2,7,known,chr22:25384399-25391529
sample_6_Aligned.sortedByCoord.out,chr9,25918485,25926727,-,6,1,7,known,chr9:25918485-25926727
sample_6_Aligned.sortedByCoord.out,chr21,25615167,25621319,+,5,2,7,known,chr21:25615167-25621319
sample_6_Aligned.sortedByCoord.out,chr18,12645158,12648942,+,9,1,10,known,chr18:12645158-12648942
sample_6_Aligned.sortedByCoord.out,chr2,15494580,15496164,-,8,4,12,known,chr2:15494580-15496164
sample_6_Aligned.sortedByCoord.out,chr21,23448566,23455570,+,12,0,12,known,chr21:23448566-23455570
sample_6_Aligned.sortedByCoord.out,chr21,1535030,1538209,+,3,2,5,known,chr21:1535030-1538209
sample_6_Aligned.sortedByCoord.out,chr14,42222698,42226805,+,13,1,14,known,chr14:42222698-42226805
sample_6_Aligned.sortedByCoord.out,chr4,45510431,45519855,+,6,2,8,known,chr4:45510431-45519855
sample_6_Aligned.sortedByCoord.out,chr13,39651468,39659427,+,9,3,12,known,chr13:39651468-39659427
sample_6_Aligned.sortedByCoord.out,chr21,24825554,24829762,-,9,2,11,known,chr21:24825554-24829762
sample_6_Aligned.sortedByCoord.out,chr3,30276874,30284578,-,6,0,6,known,chr3:30276874-30284578
sample_6_Aligned.sortedByCoord.out,chr4,48825555,48826405,-,11,2,13,known,chr4:48825555-48826405
sample_6_Aligned.sortedByCoord.out,chr3,49216577,49221870,-,14,1,15,known,chr3:49216577-49221870
sample_6_Aligned.sortedByCoord.out,chr7,26934281,26941024,-,5,0,5,novel,chr7:26934281-26941024
sample_6_Aligned.sortedByCoord.out,chr19,24179749,24188350,-,5,2,7,known,chr19:24179749-24188350
sample_6_Aligned.sortedByCoord.out,chr17,17412567,17421945,+,6,3,9,known,chr17:17412567-17421945
sample_6_Aligned.sortedByCoord.out,chr8,12666707,12671370,-,5,1,6,known,chr8:12666707-12671370
sample_6_Aligned.sortedByCoord.out,chr10,44533570,44539403,-,9,2,11,known,chr10:44533570-44539403
sample_6_Aligned.sortedByCoord.out,chr1,37242500,37244239,+,8,3,11,known,chr1:37242500-37244239
sample_6_Aligned.sortedByCoord.out,chr2,18106780,18116557,-,11,1,12,known,chr2:18106780-18116557
sample_6_Aligned.sortedByCoord.out,chr12,1502049,1504969,+,13,2,15,known,chr12:1502049-1504969
sample_6_Aligned.sortedByCoord.out,chr10,34496125,34498215,+,12,4,16,novel,chr10:34496125-34498215
sample_6_Aligned.sortedByCoord.out,chr18,21545845,21555328,+,15,0,15,known,chr18:21545845-21555328
sample_6_Aligned.sortedByCoord.out,chr9,14387888,14394051,-,8,0,8,known,chr9:14387888-14394051
sample_6_Aligned.sortedByCoord.out,chr13,11673133,11682942,+,9,0,9,known,chr13:11673133-11682942
sample_6_Aligned.sortedByCoord.out,chr19,22095324,22104439,+,8,2,10,known,chr19:22095324-22104439
sample_6_Aligned.sortedByCoord.out,chr20,29244176,29244871,+,10,2,12,known,chr20:29244176-29244871
sample_6_Aligned.sortedByCoord.out,chr17,39866155,39874712,-,11,0,11,known,chr17:39866155-39874712
sample_6_Aligned.sortedByCoord.out,chr22,31785700,31790006,-,5,1,6,novel,chr22:31785700-31790006
sample_6_Aligned.sortedByCoord.out,chr11,22762523,22771599,-,11,3,14,known,chr11:22762523-22771599
sample_6_Aligned.sortedByCoord.out,chr11,1973288,1980555,+,13,0,13,known,chr11:1973288-1980555
sample_6_Aligned.sortedByCoord.out,chr6,29662810,29668641,+,5,2,7,known,chr6:29662810-29668641
sample_6_Aligned.sortedByCoord.out,chr5,1210719,1218040,-,11,2,13,known,chr5:1210719-1218040
sample_6_Aligned.sortedByCoord.out,chr1,2585066,2593495,-,7,4,11,known,chr1:2585066-2593495
sample_6_Aligned.sortedByCoord.out,chr4,20773096,20776467,-,10,1,11,known,chr4:20773096-20776467
sample_6_Aligned.sortedByCoord.out,chr7,30050353,30059925,-,7,3,10,novel,chr7:30050353-30059925
sample_6_Aligned.sortedByCoord.out,chr11,1524908,1533251,-,13,2,15,known,chr11:1524908-1533251
sample_6_Aligned.sortedByCoord.out,chr22,16969056,16975897,-,15,2,17,known,chr22:16969056-16975897
sample_6_Aligned.sortedByCoord.out,chr21,2236923,2245457,+,11,1,12,known,chr21:2236923-2245457
sample_6_Aligned.sortedByCoord.out,chr15,44913105,44913388,+,14,2,16,known,chr15:44913105-44913388
sample_6_Aligned.sortedByCoord.out,chr10,31025412,31035367,-,11,2,13,known,chr10:31025412-31035367
sample_6_Aligned.sortedByCoord.out,chr9,33193586,33193712,-,8,3,11,novel,chr9:33193586-33193712
sample_6_Aligned.sortedByCoord.out,chr15,30508711,30512123,-,8,4,12,known,chr15:30508711-30512123
sample_6_Aligned.sortedByCoord.out,chr11,8978076,8984294,-,15,0,15,known,chr11:8978076-8984294
sample_6_Aligned.sortedByCoord.out,chr17,36953830,36963132,-,7,4,11,novel,chr17:36953830-36963132
sample_6_Aligned.sortedByCoord.out,chr22,40259396,40265410,+,6,2,8,novel,chr22:40259396-40265410
sample_6_Aligned.sortedByCoord.out,chr21,11696474,11700978,-,9,2,11,novel,chr21:11696474-11700978
sample_6_Aligned.sortedByCoord.out,chr5,36504290,36505694,-,11,1,12,known,chr5:36504290-36505694
sample_6_Aligned.sortedByCoord.out,chr20,6955189,6959147,+,8,3,11,novel,chr20:6955189-6959147
sample_6_Aligned.sortedByCoord.out,chr4,42121638,42125120,-,10,4,14,novel,chr4:42121638-42125120
sample_6_Aligned.sortedByCoord.out,chr15,40627476,40636454,-,14,5,19,known,chr15:40627476-40636454
sample_6_Aligned.sortedByCoord.out,chr22,23167454,23170288,-,10,4,14,known,chr22:23167454-23170288
sample_6_Aligned.sortedByCoord.out,chr22,36128482,36137710,-,12,2,14,known,chr22:36128482-36137710
sample_6_Aligned.sortedByCoord.out,chr5,7934176,7941942,-,14,2,16,known,chr5:7934176-7941942
sample_6_Aligned.sortedByCoord.out,chr2,44323442,44328427,+,9,1,10,known,chr2:44323442-44328427
sample_6_Aligned.sortedByCoord.out,chr20,44350724,44355735,-,9,1,10,known,chr20:44350724-44355735
sample_6_Aligned.sortedByCoord.out,chr5,16061948,16062119,+,7,1,8,known,chr5:16061948-16062119
sample_6_Aligned.sortedByCoord.out,chr15,49535669,49542458,+,13,1,14,known,chr15:49535669-49542458
sample_6_Aligned.sortedByCoord.out,chr15,1748059,1749808,-,7,1,8,known,chr15:1748059-1749808
sample_6_Aligned.sortedByCoord.out,chr20,24339453,24345096,+,11,4,15,novel,chr20:24339453-24345096
sample_6_Aligned.sortedByCoord.out,chr11,31987593,31988807,-,9,2,11,known,chr11:31987593-31988807
sample_6_Aligned.sortedByCoord.out,chr8,25701552,25706797,+,11,0,11,novel,chr8:25701552-25706797
sample_6_Aligned.sortedByCoord.out,chr17,22731681,22736602,+,8,3,11,novel,chr17:22731681-22736602
sample_6_Aligned.sortedByCoord.out,chr14,10597109,10601058,-,11,3,14,known,chr14:10597109-10601058
sample_6_Aligned.sortedByCoord.out,chr9,41910148,41914680,-,15,2,17,known,chr9:41910148-41914680
sample_6_Aligned.sortedByCoord.out,chr1,46029765,46032040,+,10,4,14,novel,chr1:46029765-46032040
sample_6_Aligned.sortedByCoord.out,chr8,7027429,7037332,-,16,0,16,known,chr8:7027429-7037332
sample_6_Aligned.sortedByCoord.out,chr12,23725472,23732686,+,7,3,10,known,chr12:23725472-23732686
sample_6_Aligned.sortedByCoord.out,chr6,13121956,13131914,-,13,2,15,known,chr6:13121956-13131914
sample_6_Aligned.sortedByCoord.out,chr3,2708745,2710082,+,9,4,13,known,chr3:2708745-2710082
sample_6_Aligned.sortedByCoord.out,chr1,29777584,29782962,-,9,2,11,known,chr1:29777584-29782962
sample_6_Aligned.sortedByCoord.out,chr5,29853464,29857902,+,18,0,18,known,chr5:29853464-29857902
sample_6_Aligned.sortedByCoord.out,chr6,39955503,39959567,+,15,6,21,known,chr6:39955503-39959567
sample_6_Aligned.sortedByCoord.out,chr3,18385924,18389590,+,13,1,14,known,chr3:18385924-18389590
sample_6_Aligned.sortedByCoord.out,chr3,44000799,44004955,+,8,3,11,known,chr3:44000799-44004955
sample_6_Aligned.sortedByCoord.out,chr5,37974147,37981674,+,7,3,10,known,chr5:37974147-37981674
sample_6_Aligned.sortedByCoord.out,chr15,7747866,7749208,+,11,0,11,known,chr15:7747866-7749208
sample_6_Aligned.sortedByCoord.out,chr3,35471010,35472720,+,11,1,12,novel,chr3:35471010-35472720
sample_6_Aligned.sortedByCoord.out,chr11,33983360,33989381,-,13,0,13,novel,chr11:33983360-33989381
sample_6_Aligned.sortedByCoord.out,chr5,6294035,6299029,-,11,0,11,known,chr5:6294035-6299029
sample_6_Aligned.sortedByCoord.out,chr8,27338444,27347353,-,8,3,11,known,chr8:27338444-27347353
sample_6_Aligned.sortedByCoord.out,chr18,26704439,26705285,+,16,2,18,known,chr18:26704439-26705285
sample_6_Aligned.sortedByCoord.out,chr2,29336928,29345435,-,14,1,15,known,chr2:29336928-29345435
sample_6_Aligned.sortedByCoord.out,chr15,10540037,10548690,+,11,2,13,known,chr15:10540037-10548690
sample_6_Aligned.sortedByCoord.out,chr8,7028546,7036406,-,7,2,9,novel,chr8:7028546-7036406
sample_6_Aligned.sortedByCoord.out,chr2,38737530,38738854,-,9,4,13,known,chr2:38737530-38738854
sample_6_Aligned.sortedByCoord.out,chr14,8323841,8332196,-,10,0,10,known,chr14:8323841-8332196
sample_6_Aligned.sortedByCoord.out,chr3,11329016,11337086,-,10,3,13,novel,chr3:11329016-11337086
sample_6_Aligned.sortedByCoord.out,chr19,8097062,8106480,-,7,2,9,known,chr19:8097062-8106480
sample_6_Aligned.sortedByCoord.out,chr15,12283036,12283934,-,9,1,10,known,chr15:12283036-12283934
sample_6_Aligned.sortedByCoord.out,chr9,48784461,48792836,+,6,0,6,known,chr9:48784461-48792836
sample_6_Aligned.sortedByCoord.out,chr16,11126954,11132738,-,13,3,16,known,chr16:11126954-11132738
sample_6_Aligned.sortedByCoord.out,chr17,42952478,42960794,+,7,2,9,known,chr17:42952478-42960794
sample_6_Aligned.sortedByCoord.out,chr3,15380269,15382007,+,7,3,10,known,chr3:15380269-15382007
sample_6_Aligned.sortedByCoord.out,chr22,43225445,43232667,+,10,0,10,known,chr22:43225445-43232667
sample_6_Aligned.sortedByCoord.out,chr3,10529337,10535941,+,16,2,18,known,chr3:10529337-10535941
sample_6_Aligned.sortedByCoord.out,chr11,18464536,18465347,-,9,0,9,known,chr11:18464536-18465347
sample_6_Aligned.sortedByCoord.out,chr4,44245156,44249839,-,11,4,15,known,chr4:44245156-44249839
sample_6_Aligned.sortedByCoord.out,chr7,15541319,15549101,-,11,2,13,known,chr7:15541319-15549101
sample_6_Aligned.sortedByCoord.out,chr22,27491955,27498165,+,11,2,13,known,chr22:27491955-27498165
sample_6_Aligned.sortedByCoord.out,chr21,31120991,31129710,-,11,1,12,known,chr21:31120991-31129710
sample_6_Aligned.sortedByCoord.out,chr17,35476195,35481852,+,18,3,21,novel,chr17:35476195-35481852
sample_6_Aligned.sortedByCoord.out,chr15,21887469,21887971,-,9,7,16,novel,chr15:21887469-21887971
sample_6_Aligned.sortedByCoord.out,chr15,33534925,33535573,+,8,1,9,known,chr15:33534925-33535573
sample_6_Aligned.sortedByCoord.out,chr6,45828019,45833621,-,11,2,13,known,chr6:45828019-45833621
sample_6_Aligned.sortedByCoord.out,chr11,47172057,47177428,-,13,2,15,novel,chr11:47172057-47177428
sample_6_Aligned.sortedByCoord.out,chr20,29433167,29437250,-,9,3,12,known,chr20:29433167-29437250
sample_6_Aligned.sortedByCoord.out,chr10,43252766,43258459,+,5,0,5,known,chr10:43252766-43258459
sample_6_Aligned.sortedByCoord.out,chr16,32363737,32366208,-,8,1,9,known,chr16:32363737-32366208
sample_6_Aligned.sortedByCoord.out,chr10,46089423,46097636,+,9,2,11,known,chr10:46089423-46097636
sample_6_Aligned.sortedByCoord.out,chr7,41509190,41517830,-,18,0,18,known,chr7:41509190-41517830
sample_6_Aligned.sortedByCoord.out,chr6,3373668,3377425,+,17,5,22,known,chr6:3373668-3377425
sample_6_Aligned.sortedByCoord.out,chr8,36248051,36250611,+,12,1,13,known,chr8:36248051-36250611
sample_6_Aligned.sortedByCoord.out,chr8,37518205,37524357,-,11,3,14,novel,chr8:37518205-37524357
sample_6_Aligned.sortedByCoord.out,chr9,1195956,1200045,+,8,1,9,known,chr9:1195956-1200045
sample_6_Aligned.sortedByCoord.out,chr4,24638361,24642490,+,9,1,10,known,chr4:24638361-24642490
sample_6_Aligned.sortedByCoord.out,chr16,20108705,20114504,-,7,1,8,known,chr16:20108705-20114504
sample_6_Aligned.sortedByCoord.out,chr19,10512226,10518489,-,8,2,10,novel,chr19:10512226-10518489
sample_6_Aligned.sortedByCoord.out,chr8,47760935,47765957,+,12,0,12,known,chr8:47760935-47765957
sample_6_Aligned.sortedByCoord.out,chr1,25802272,25807121,-,9,2,11,known,chr1:25802272-25807121
sample_6_Aligned.sortedByCoord.out,chr8,3907622,3913868,-,9,1,10,known,chr8:3907622-3913868
sample_6_Aligned.sortedByCoord.out,chr21,40394598,40399991,-,14,3,17,known,chr21:40394598-40399991
sample_6_Aligned.sortedByCoord.out,chr13,35897839,35906150,-,9,3,12,known,chr13:35897839-35906150
sample_6_Aligned.sortedByCoord.out,chr6,32774510,32784388,+,7,4,11,known,chr6:32774510-32784388
sample_6_Aligned.sortedByCoord.out,chr4,11109364,11110316,-,14,1,15,known,chr4:11109364-11110316
sample_6_Aligned.sortedByCoord.out,chr20,30450977,30459910,+,7,1,8,known,chr20:30450977-30459910
sample_6_Aligned.sortedByCoord.out,chr18,25665363,25675207,+,13,0,13,known,chr18:25665363-25675207
sample_6_Aligned.sortedByCoord.out,chr9,9399047,9407954,-,11,1,12,known,chr9:9399047-9407954
sample_6_Aligned.sortedByCoord.out,chr16,46900178,46909399,-,11,1,12,known,chr16:46900178-46909399
sample_6_Aligned.sortedByCoord.out,chr13,47105219,47106652,+,10,1,11,novel,chr13:47105219-47106652
sample_6_Aligned.sortedByCoord.out,chr22,16140396,16145794,+,12,4,16,known,chr22:16140396-16145794
sample_6_Aligned.sortedByCoord.out,chr6,47044008,47050647,+,9,2,11,known,chr6:47044008-47050647
sample_6_Aligned.sortedByCoord.out,chr2,48632368,48632535,-,12,2,14,known,chr2:48632368-48632535
sample_6_Aligned.sortedByCoord.out,chr19,20435676,20444943,+,6,2,8,known,chr19:20435676-20444943
sample_6_Aligned.sortedByCoord.out,chr19,23619109,23622074,-,8,1,9,known,chr19:23619109-23622074
sample_6_Aligned.sortedByCoord.out,chr4,44982151,44991458,-,11,4,15,known,chr4:44982151-44991458
sample_6_Aligned.sortedByCoord.out,chr14,46800704,46805028,-,14,2,16,known,chr14:46800704-46805028
sample_6_Aligned.sortedByCoord.out,chr1,23062211,23071693,-,6,2,8,known,chr1:23062211-23071693
sample_6_Aligned.sortedByCoord.out,chr16,38894714,38901324,+,9,3,12,known,chr16:38894714-38901324
sample_6_Aligned.sortedByCoord.out,chr14,29597009,29600348,+,12,2,14,known,chr14:29597009-29600348
sample_6_Aligned.sortedByCoord.out,chr9,24780798,24782798,-,16,2,18,known,chr9:24780798-24782798
sample_6_Aligned.sortedByCoord.out,chr16,23763216,23769932,+,9,3,12,known,chr16:23763216-23769932
sample_6_Aligned.sortedByCoord.out,chr2,24518545,24528422,+,11,4,15,known,chr2:24518545-24528422
sample_6_Aligned.sortedByCoord.out,chr14,30840674,30846278,-,14,4,18,novel,chr14:30840674-30846278
sample_6_Aligned.sortedByCoord.out,chr7,46001707,46003105,-,10,0,10,known,chr7:46001707-46003105
sample_6_Aligned.sortedByCoord.out,chr9,15033311,15040496,+,11,0,11,known,chr9:15033311-15040496
sample_6_Aligned.sortedByCoord.out,chr16,41749424,41754495,+,11,3,14,known,chr16:41749424-41754495
sample_6_Aligned.sortedByCoord.out,chr6,44420709,44421931,+,12,3,15,known,chr6:44420709-44421931
sample_6_Aligned.sortedByCoord.out,chr21,25478518,25485851,+,5,1,6,novel,chr21:25478518-25485851
sample_6_Aligned.sortedByCoord.out,chr19,27234985,27237849,+,11,1,12,known,chr19:27234985-27237849
sample_6_Aligned.sortedByCoord.out,chr3,42894924,42900578,+,13,2,15,known,chr3:42894924-42900578
sample_6_Aligned.sortedByCoord.out,chr15,33817331,33826098,+,13,1,14,known,chr15:33817331-33826098
sample_6_Aligned.sortedByCoord.out,chr6,22739278,22747375,-,19,1,20,known,chr6:22739278-22747375
sample_6_Aligned.sortedByCoord.out,chr9,15963988,15972110,-,10,2,12,known,chr9:15963988-15972110
sample_6_Aligned.sortedByCoord.out,chr17,45207488,45209498,-,7,1,8,known,chr17:45207488-45209498
sample_6_Aligned.sortedByCoord.out,chr14,11004108,11011953,+,5,3,8,known,chr14:11004108-11011953
sample_6_Aligned.sortedByCoord.out,chr11,31408001,31409901,+,10,3,13,novel,chr11:31408001-31409901
sample_6_Aligned.sortedByCoord.out,chr2,14027594,14030918,+,9,4,13,known,chr2:14027594-14030918
sample_6_Aligned.sortedByCoord.out,chr9,38960682,38964353,+,10,1,11,known,chr9:38960682-38964353
sample_6_Aligned.sortedByCoord.out,chr14,47523963,47530987,+,11,1,12,known,chr14:47523963-47530987
sample_6_Aligned.sortedByCoord.out,chr19,19568250,19571033,-,11,2,13,novel,chr19:19568250-19571033
sample_6_Aligned.sortedByCoord.out,chr11,2167396,2169299,+,7,1,8,known,chr11:2167396-2169299
sample_6_Aligned.sortedByCoord.out,chr15,43394566,43397779,+,9,2,11,known,chr15:43394566-43397779
sample_6_Aligned.sortedByCoord.out,chr5,7962907,7969392,-,10,3,13,known,chr5:7962907-7969392
sample_6_Aligned.sortedByCoord.out,chr2,27480461,27488255,-,10,1,11,known,chr2:27480461-27488255
sample_6_Aligned.sortedByCoord.out,chr3,35008453,35012027,+,8,1,9,known,chr3:35008453-35012027
sample_6_Aligned.sortedByCoord.out,chr21,18891823,18897650,+,6,1,7,known,chr21:18891823-18897650
sample_6_Aligned.sortedByCoord.out,chr2,42368423,42375186,-,12,1,13,novel,chr2:42368423-42375186
sample_6_Aligned.sortedByCoord.out,chr17,6017763,6020443,+,6,4,10,known,chr17:6017763-6020443
sample_6_Aligned.sortedByCoord.out,chr20,33736724,33742527,+,13,3,16,known,chr20:33736724-33742527
sample_6_Aligned.sortedByCoord.out,chr2,2370262,2370574,-,10,3,13,known,chr2:2370262-2370574
sample_6_Aligned.sortedByCoord.out,chr17,2952865,2955915,+,8,1,9,known,chr17:2952865-2955915
sample_6_Aligned.sortedByCoord.out,chr7,30724587,30733709,+,7,3,10,known,chr7:30724587-30733709
sample_6_Aligned.sortedByCoord.out,chr20,2231249,2232912,-,5,0,5,known,chr20:2231249-2232912
sample_6_Aligned.sortedByCoord.out,chr5,33662230,33662517,-,8,2,10,novel,chr5:33662230-33662517
sample_6_Aligned.sortedByCoord.out,chr1,1580288,1582914,-,5,3,8,known,chr1:1580288-1582914
sample_6_Aligned.sortedByCoord.out,chr4,34292579,34300795,+,9,3,12,known,chr4:34292579-34300795
sample_6_Aligned.sortedByCoord.out,chr8,12293503,12299629,-,2,2,4,known,chr8:12293503-12299629
sample_6_Aligned.sortedByCoord.out,chr16,18927465,18931534,+,15,3,18,known,chr16:18927465-18931534
sample_6_Aligned.sortedByCoord.out,chr15,16169077,16172060,-,8,2,10,known,chr15:16169077-16172060
sample_6_Aligned.sortedByCoord.out,chr10,37816704,37821539,-,12,2,14,novel,chr10:37816704-37821539
sample_6_Aligned.sortedByCoord.out,chr8,34270854,34276655,-,6,1,7,novel,chr8:34270854-34276655
sample_6_Aligned.sortedByCoord.out,chr10,6805323,6812072,-,16,1,17,novel,chr10:6805323-6812072
sample_6_Aligned.sortedByCoord.out,chr17,6486777,6490253,+,8,1,9,known,chr17:6486777-6490253
sample_6_Aligned.sortedByCoord.out,chr3,33363664,33366711,-,11,1,12,known,chr3:33363664-33366711
sample_6_Aligned.sortedByCoord.out,chr11,26591159,26599588,+,5,4,9,novel,chr11:26591159-26599588
sample_6_Aligned.sortedByCoord.out,chr6,17596998,17601210,-,11,1,12,known,chr6:17596998-17601210
sample_6_Aligned.sortedByCoord.out,chr3,28876096,28878251,-,5,1,6,known,chr3:28876096-28878251
sample_6_Aligned.sortedByCoord.out,chr13,22361515,22366235,+,10,6,16,novel,chr13:22361515-22366235
sample_6_Aligned.sortedByCoord.out,chr7,3691463,3698625,+,8,2,10,known,chr7:3691463-3698625
sample_6_Aligned.sortedByCoord.out,chr8,1185874,1193672,+,8,4,12,known,chr8:1185874-1193672
sample_6_Aligned.sortedByCoord.out,chr19,34184010,34185647,-,9,3,12,known,chr19:34184010-34185647
sample_6_Aligned.sortedByCoord.out,chr10,12690256,12699503,+,14,2,16,known,chr10:12690256-12699503
sample_6_Aligned.sortedByCoord.out,chr1,24663579,24667540,+,8,4,12,known,chr1:24663579-24667540
sample_6_Aligned.sortedByCoord.out,chr18,28932010,28940332,-,8,2,10,known,chr18:28932010-28940332
sample_6_Aligned.sortedByCoord.out,chr1,49473892,49482617,+,11,3,14,novel,chr1:49473892-49482617
sample_6_Aligned.sortedByCoord.out,chr19,27010859,27018830,-,10,1,11,known,chr19:27010859-27018830
sample_6_Aligned.sortedByCoord.out,chr9,21131826,21132715,+,14,1,15,known,chr9:21131826-21132715
sample_6_Aligned.sortedByCoord.out,chr22,11681389,11683810,+,13,2,15,known,chr22:11681389-11683810
sample_6_Aligned.sortedByCoord.out,chr12,33754157,33755839,-,7,1,8,known,chr12:33754157-33755839
sample_6_Aligned.sortedByCoord.out,chr2,16337200,16339271,+,12,2,14,known,chr2:16337200-16339271
sample_6_Aligned.sortedByCoord.out,chr12,18387475,18394237,-,10,0,10,known,chr12:18387475-18394237
sample_6_Aligned.sortedByCoord.out,chr14,15071471,15074754,-,9,2,11,known,chr14:15071471-15074754
sample_6_Aligned.sortedByCoord.out,chr21,27168182,27173896,-,11,3,14,known,chr21:27168182-27173896
sample_6_Aligned.sortedByCoord.out,chr6,18709929,18715226,+,12,1,13,novel,chr6:18709929-18715226
sample_6_Aligned.sortedByCoord.out,chr16,41405592,41413478,-,12,2,14,novel,chr16:41405592-41413478
sample_6_Aligned.sortedByCoord.out,chr4,35974175,35977925,+,9,3,12,known,chr4:35974175-35977925
sample_6_Aligned.sortedByCoord.out,chr21,18849637,18851952,-,9,5,14,known,chr21:18849637-18851952
sample_6_Aligned.sortedByCoord.out,chr10,9859119,9865338,+,9,1,10,novel,chr10:9859119-9865338
sample_6_Aligned.sortedByCoord.out,chr17,35397484,35405840,+,9,5,14,novel,chr17:35397484-35405840
sample_6_Aligned.sortedByCoord.out,chr11,44890010,44897114,+,13,1,14,known,chr11:44890010-44897114
sample_6_Aligned.sortedByCoord.out,chr19,6028887,6032580,+,9,0,9,novel,chr19:6028887-6032580
sample_6_Aligned.sortedByCoord.out,chr19,6289433,6293172,-,10,2,12,known,chr19:6289433-6293172
sample_6_Aligned.sortedByCoord.out,chr13,40793458,40801308,+,9,2,11,known,chr13:40793458-40801308
sample_6_Aligned.sortedByCoord.out,chr17,25076849,25081228,+,9,3,12,known,chr17:25076849-25081228
sample_6_Aligned.sortedByCoord.out,chr11,18065309,18073930,-,7,3,10,known,chr11:18065309-18073930
sample_6_Aligned.sortedByCoord.out,chr2,45923496,45926821,+,10,2,12,known,chr2:45923496-45926821
sample_6_Aligned.sortedByCoord.out,chr20,49455096,49460783,-,8,1,9,known,chr20:49455096-49460783
sample_6_Aligned.sortedByCoord.out,chr9,6446842,6454700,+,11,2,13,known,chr9:6446842-6454700
sample_6_Aligned.sortedByCoord.out,chr8,16107831,16115450,-,13,3,16,known,chr8:16107831-16115450
sample_6_Aligned.sortedByCoord.out,chr15,27951612,27960584,-,18,0,18,known,chr15:27951612-27960584
sample_6_Aligned.sortedByCoord.out,chr20,45569450,45576045,-,6,2,8,known,chr20:45569450-45576045
sample_6_Aligned.sortedByCoord.out,chr9,23128371,23134716,+,5,0,5,novel,chr9:23128371-23134716
sample_6_Aligned.sortedByCoord.out,chr14,1142643,1151553,+,7,2,9,known,chr14:1142643-1151553
sample_6_Aligned.sortedByCoord.out,chr7,13628290,13636166,-,16,5,21,known,chr7:13628290-13636166
sample_6_Aligned.sortedByCoord.out,chr18,25557360,25560431,+,10,3,13,known,chr18:25557360-25560431
sample_6_Aligned.sortedByCoord.out,chr15,10430283,10430867,+,13,2,15,known,chr15:10430283-10430867
sample_6_Aligned.sortedByCoord.out,chr5,39899577,39905111,-,9,1,10,known,chr5:39899577-39905111
sample_6_Aligned.sortedByCoord.out,chr14,39830165,39837316,-,13,1,14,known,chr14:39830165-39837316
sample_6_Aligned.sortedByCoord.out,chr6,45889585,45896327,-,6,2,8,known,chr6:45889585-45896327
sample_6_Aligned.sortedByCoord.out,chr21,1384488,1391184,+,5,1,6,novel,chr21:1384488-1391184
sample_6_Aligned.sortedByCoord.out,chr15,18987870,18990025,-,8,3,11,known,chr15:18987870-18990025
sample_6_Aligned.sortedByCoord.out,chr18,9507235,9511604,-,11,2,13,novel,chr18:9507235-9511604
sample_6_Aligned.sortedByCoord.out,chr3,48783648,48791626,-,13,2,15,novel,chr3:48783648-48791626
sample_6_Aligned.sortedByCoord.out,chr8,8221475,8228950,-,11,4,15,known,chr8:8221475-8228950
sample_6_Aligned.sortedByCoord.out,chr11,26820002,26829251,-,14,1,15,novel,chr11:26820002-26829251
sample_6_Aligned.sortedByCoord.out,chr11,15953134,15960435,+,5,1,6,novel,chr11:15953134-15960435
sample_6_Aligned.sortedByCoord.out,chr8,21477004,21483208,+,14,2,16,known,chr8:21477004-21483208
sample_6_Aligned.sortedByCoord.out,chr10,34725378,34734192,+,11,2,13,known,chr10:34725378-34734192
sample_6_Aligned.sortedByCoord.out,chr10,2599568,2599995,+,13,2,15,known,chr10:2599568-2599995
sample_6_Aligned.sortedByCoord.out,chr12,43965595,43970214,-,10,1,11,novel,chr12:43965595-43970214
sample_6_Aligned.sortedByCoord.out,chr1,38305395,38307554,+,11,5,16,known,chr1:38305395-38307554
sample_6_Aligned.sortedByCoord.out,chr18,30678817,30683471,+,10,2,12,known,chr18:30678817-30683471
sample_6_Aligned.sortedByCoord.out,chr1,23063781,23073231,+,13,3,16,known,chr1:23063781-23073231
sample_6_Aligned.sortedByCoord.out,chr22,4474882,4484069,+,11,2,13,known,chr22:4474882-4484069
sample_6_Aligned.sortedByCoord.out,chr17,47212551,47219230,+,7,4,11,known,chr17:47212551-47219230
sample_6_Aligned.sortedByCoord.out,chr16,14283460,14284719,-,12,3,15,known,chr16:14283460-14284719
sample_6_Aligned.sortedByCoord.out,chr21,18689660,18691261,-,8,3,11,novel,chr21:18689660-18691261
sample_6_Aligned.sortedByCoord.out,chr6,18481646,18482769,+,9,4,13,novel,chr6:18481646-18482769
sample_6_Aligned.sortedByCoord.out,chr16,45571529,45576123,+,9,6,15,known,chr16:45571529-45576123
sample_6_Aligned.sortedByCoord.out,chr2,38106897,38108437,+,7,1,8,known,chr2:38106897-38108437
